datadatetime,venuename,typeofspace,current,expected
2020-03-24 23:00:00,Runyon Canyon North Entrance,park,2,0
2020-03-25 00:00:00,Runyon Canyon North Entrance,park,5,0
2020-03-25 01:00:00,Runyon Canyon North Entrance,park,2,0
2020-03-25 02:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-25 03:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-25 04:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-25 05:00:00,Runyon Canyon North Entrance,park,3,0
2020-03-25 06:00:00,Runyon Canyon North Entrance,park,7,3
2020-03-25 07:00:00,Runyon Canyon North Entrance,park,26,10
2020-03-25 08:00:00,Runyon Canyon North Entrance,park,25,21
2020-03-25 09:00:00,Runyon Canyon North Entrance,park,22,32
2020-03-25 10:00:00,Runyon Canyon North Entrance,park,20,37
2020-03-25 11:00:00,Runyon Canyon North Entrance,park,25,42
2020-03-25 12:00:00,Runyon Canyon North Entrance,park,33,48
2020-03-25 13:00:00,Runyon Canyon North Entrance,park,34,52
2020-03-25 14:00:00,Runyon Canyon North Entrance,park,19,50
2020-03-25 15:00:00,Runyon Canyon North Entrance,park,13,42
2020-03-25 16:00:00,Runyon Canyon North Entrance,park,9,31
2020-03-25 17:00:00,Runyon Canyon North Entrance,park,0,21
2020-03-25 18:00:00,Runyon Canyon North Entrance,park,0,12
2020-03-25 19:00:00,Runyon Canyon North Entrance,park,2,7
2020-03-25 20:00:00,Runyon Canyon North Entrance,park,1,3
2020-03-25 21:00:00,Runyon Canyon North Entrance,park,0,1
2020-03-25 22:00:00,Runyon Canyon North Entrance,park,4,0
2020-03-25 23:00:00,Runyon Canyon North Entrance,park,5,0
2020-03-26 00:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-26 01:00:00,Runyon Canyon North Entrance,park,3,0
2020-03-26 02:00:00,Runyon Canyon North Entrance,park,5,0
2020-03-26 03:00:00,Runyon Canyon North Entrance,park,2,0
2020-03-26 04:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-26 05:00:00,Runyon Canyon North Entrance,park,0,1
2020-03-26 06:00:00,Runyon Canyon North Entrance,park,1,3
2020-03-26 07:00:00,Runyon Canyon North Entrance,park,4,6
2020-03-26 08:00:00,Runyon Canyon North Entrance,park,13,11
2020-03-26 09:00:00,Runyon Canyon North Entrance,park,11,19
2020-03-26 10:00:00,Runyon Canyon North Entrance,park,8,29
2020-03-26 11:00:00,Runyon Canyon North Entrance,park,9,38
2020-03-26 12:00:00,Runyon Canyon North Entrance,park,5,43
2020-03-26 13:00:00,Runyon Canyon North Entrance,park,18,43
2020-03-26 14:00:00,Runyon Canyon North Entrance,park,35,39
2020-03-26 15:00:00,Runyon Canyon North Entrance,park,15,38
2020-03-26 16:00:00,Runyon Canyon North Entrance,park,27,57
2020-03-26 17:00:00,Runyon Canyon North Entrance,park,8,28
2020-03-26 18:00:00,Runyon Canyon North Entrance,park,0,7
2020-03-26 19:00:00,Runyon Canyon North Entrance,park,1,3
2020-03-26 20:00:00,Runyon Canyon North Entrance,park,14,2
2020-03-26 21:00:00,Runyon Canyon North Entrance,park,7,1
2020-03-26 22:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-26 23:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-27 00:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-27 01:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-27 02:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-27 03:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-27 04:00:00,Runyon Canyon North Entrance,park,0,2
2020-03-27 05:00:00,Runyon Canyon North Entrance,park,0,4
2020-03-27 06:00:00,Runyon Canyon North Entrance,park,10,9
2020-03-27 07:00:00,Runyon Canyon North Entrance,park,14,17
2020-03-27 08:00:00,Runyon Canyon North Entrance,park,18,28
2020-03-27 09:00:00,Runyon Canyon North Entrance,park,22,40
2020-03-27 10:00:00,Runyon Canyon North Entrance,park,19,49
2020-03-27 11:00:00,Runyon Canyon North Entrance,park,14,53
2020-03-27 12:00:00,Runyon Canyon North Entrance,park,9,53
2020-03-27 13:00:00,Runyon Canyon North Entrance,park,16,53
2020-03-27 14:00:00,Runyon Canyon North Entrance,park,29,56
2020-03-27 15:00:00,Runyon Canyon North Entrance,park,26,53
2020-03-27 16:00:00,Runyon Canyon North Entrance,park,6,39
2020-03-27 17:00:00,Runyon Canyon North Entrance,park,0,21
2020-03-27 18:00:00,Runyon Canyon North Entrance,park,0,9
2020-03-27 19:00:00,Runyon Canyon North Entrance,park,2,3
2020-03-27 20:00:00,Runyon Canyon North Entrance,park,0,1
2020-03-27 21:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-27 22:00:00,Runyon Canyon North Entrance,park,5,0
2020-03-27 23:00:00,Runyon Canyon North Entrance,park,5,0
2020-03-28 00:00:00,Runyon Canyon North Entrance,park,5,0
2020-03-28 01:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-28 02:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-28 03:00:00,Runyon Canyon North Entrance,park,0,1
2020-03-28 04:00:00,Runyon Canyon North Entrance,park,0,1
2020-03-28 05:00:00,Runyon Canyon North Entrance,park,0,3
2020-03-28 06:00:00,Runyon Canyon North Entrance,park,0,13
2020-03-28 07:00:00,Runyon Canyon North Entrance,park,20,38
2020-03-28 08:00:00,Runyon Canyon North Entrance,park,33,74
2020-03-28 09:00:00,Runyon Canyon North Entrance,park,16,92
2020-03-28 10:00:00,Runyon Canyon North Entrance,park,0,85
2020-03-28 11:00:00,Runyon Canyon North Entrance,park,10,81
2020-03-28 12:00:00,Runyon Canyon North Entrance,park,20,90
2020-03-28 13:00:00,Runyon Canyon North Entrance,park,10,100
2020-03-28 14:00:00,Runyon Canyon North Entrance,park,1,97
2020-03-28 15:00:00,Runyon Canyon North Entrance,park,0,82
2020-03-28 16:00:00,Runyon Canyon North Entrance,park,0,59
2020-03-28 17:00:00,Runyon Canyon North Entrance,park,0,37
2020-03-28 18:00:00,Runyon Canyon North Entrance,park,0,21
2020-03-28 19:00:00,Runyon Canyon North Entrance,park,0,10
2020-03-28 20:00:00,Runyon Canyon North Entrance,park,2,5
2020-03-28 21:00:00,Runyon Canyon North Entrance,park,14,3
2020-03-28 22:00:00,Runyon Canyon North Entrance,park,12,1
2020-03-28 23:00:00,Runyon Canyon North Entrance,park,7,0
2020-03-29 00:00:00,Runyon Canyon North Entrance,park,5,0
2020-03-29 01:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-29 02:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-29 03:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-29 04:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-29 05:00:00,Runyon Canyon North Entrance,park,0,6
2020-03-29 06:00:00,Runyon Canyon North Entrance,park,0,18
2020-03-29 07:00:00,Runyon Canyon North Entrance,park,14,42
2020-03-29 08:00:00,Runyon Canyon North Entrance,park,19,70
2020-03-29 09:00:00,Runyon Canyon North Entrance,park,20,89
2020-03-29 10:00:00,Runyon Canyon North Entrance,park,9,89
2020-03-29 11:00:00,Runyon Canyon North Entrance,park,0,74
2020-03-29 12:00:00,Runyon Canyon North Entrance,park,1,65
2020-03-29 13:00:00,Runyon Canyon North Entrance,park,25,76
2020-03-29 14:00:00,Runyon Canyon North Entrance,park,16,94
2020-03-29 15:00:00,Runyon Canyon North Entrance,park,0,94
2020-03-29 16:00:00,Runyon Canyon North Entrance,park,0,68
2020-03-29 17:00:00,Runyon Canyon North Entrance,park,0,35
2020-03-29 18:00:00,Runyon Canyon North Entrance,park,0,12
2020-03-29 19:00:00,Runyon Canyon North Entrance,park,3,3
2020-03-29 20:00:00,Runyon Canyon North Entrance,park,1,0
2020-03-29 21:00:00,Runyon Canyon North Entrance,park,2,0
2020-03-29 22:00:00,Runyon Canyon North Entrance,park,18,0
2020-03-29 23:00:00,Runyon Canyon North Entrance,park,10,0
2020-03-30 00:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-30 01:00:00,Runyon Canyon North Entrance,park,2,0
2020-03-30 02:00:00,Runyon Canyon North Entrance,park,5,0
2020-03-30 03:00:00,Runyon Canyon North Entrance,park,2,0
2020-03-30 04:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-30 05:00:00,Runyon Canyon North Entrance,park,1,1
2020-03-30 06:00:00,Runyon Canyon North Entrance,park,4,5
2020-03-30 07:00:00,Runyon Canyon North Entrance,park,4,12
2020-03-30 08:00:00,Runyon Canyon North Entrance,park,7,22
2020-03-30 09:00:00,Runyon Canyon North Entrance,park,9,34
2020-03-30 10:00:00,Runyon Canyon North Entrance,park,10,46
2020-03-30 11:00:00,Runyon Canyon North Entrance,park,10,57
2020-03-30 12:00:00,Runyon Canyon North Entrance,park,10,61
2020-03-30 14:00:00,Runyon Canyon North Entrance,park,11,53
2020-03-30 15:00:00,Runyon Canyon North Entrance,park,22,42
2020-03-30 16:00:00,Runyon Canyon North Entrance,park,14,29
2020-03-30 17:00:00,Runyon Canyon North Entrance,park,10,19
2020-03-30 18:00:00,Runyon Canyon North Entrance,park,6,11
2020-03-30 19:00:00,Runyon Canyon North Entrance,park,9,5
2020-03-30 20:00:00,Runyon Canyon North Entrance,park,0,2
2020-03-30 21:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-30 22:00:00,Runyon Canyon North Entrance,park,2,0
2020-03-30 23:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-31 00:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-31 01:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-31 02:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-31 03:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-31 04:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-31 05:00:00,Runyon Canyon North Entrance,park,0,0
2020-03-31 06:00:00,Runyon Canyon North Entrance,park,0,3
2020-03-31 07:00:00,Runyon Canyon North Entrance,park,10,9
2020-03-31 08:00:00,Runyon Canyon North Entrance,park,19,17
2020-03-31 09:00:00,Runyon Canyon North Entrance,park,18,27
2020-03-31 10:00:00,Runyon Canyon North Entrance,park,20,38
2020-03-31 11:00:00,Runyon Canyon North Entrance,park,19,46
2020-03-31 12:00:00,Runyon Canyon North Entrance,park,14,50
2020-03-31 13:00:00,Runyon Canyon North Entrance,park,24,49
2020-03-31 14:00:00,Runyon Canyon North Entrance,park,9,42
2020-03-31 15:00:00,Runyon Canyon North Entrance,park,5,33
2020-03-31 16:00:00,Runyon Canyon North Entrance,park,0,23
2020-03-31 17:00:00,Runyon Canyon North Entrance,park,3,14
2020-03-31 18:00:00,Runyon Canyon North Entrance,park,7,8
2020-03-31 19:00:00,Runyon Canyon North Entrance,park,13,4
2020-03-31 20:00:00,Runyon Canyon North Entrance,park,6,2
2020-03-31 21:00:00,Runyon Canyon North Entrance,park,4,0
2020-03-31 22:00:00,Runyon Canyon North Entrance,park,14,0
2020-03-31 23:00:00,Runyon Canyon North Entrance,park,5,0
2020-04-01 00:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-01 01:00:00,Runyon Canyon North Entrance,park,10,0
2020-04-01 02:00:00,Runyon Canyon North Entrance,park,5,0
2020-04-01 03:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-01 04:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-01 05:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-01 06:00:00,Runyon Canyon North Entrance,park,0,3
2020-04-01 07:00:00,Runyon Canyon North Entrance,park,0,10
2020-04-01 08:00:00,Runyon Canyon North Entrance,park,0,21
2020-04-01 09:00:00,Runyon Canyon North Entrance,park,0,32
2020-04-01 10:00:00,Runyon Canyon North Entrance,park,0,37
2020-04-01 11:00:00,Runyon Canyon North Entrance,park,0,42
2020-04-01 12:00:00,Runyon Canyon North Entrance,park,0,48
2020-04-01 13:00:00,Runyon Canyon North Entrance,park,0,52
2020-04-01 14:00:00,Runyon Canyon North Entrance,park,0,50
2020-04-01 15:00:00,Runyon Canyon North Entrance,park,0,42
2020-04-01 16:00:00,Runyon Canyon North Entrance,park,0,31
2020-04-01 17:00:00,Runyon Canyon North Entrance,park,0,21
2020-04-01 18:00:00,Runyon Canyon North Entrance,park,0,12
2020-04-01 19:00:00,Runyon Canyon North Entrance,park,0,7
2020-04-01 20:00:00,Runyon Canyon North Entrance,park,0,3
2020-04-01 21:00:00,Runyon Canyon North Entrance,park,0,1
2020-04-01 22:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-01 23:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-02 00:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-02 01:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-02 02:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-02 03:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-02 04:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-02 05:00:00,Runyon Canyon North Entrance,park,0,1
2020-04-02 06:00:00,Runyon Canyon North Entrance,park,0,3
2020-04-02 07:00:00,Runyon Canyon North Entrance,park,0,6
2020-04-02 08:00:00,Runyon Canyon North Entrance,park,0,11
2020-04-02 09:00:00,Runyon Canyon North Entrance,park,0,19
2020-04-02 10:00:00,Runyon Canyon North Entrance,park,0,29
2020-04-02 11:00:00,Runyon Canyon North Entrance,park,0,38
2020-04-02 12:00:00,Runyon Canyon North Entrance,park,0,43
2020-04-02 13:00:00,Runyon Canyon North Entrance,park,0,43
2020-04-02 14:00:00,Runyon Canyon North Entrance,park,0,39
2020-04-02 15:00:00,Runyon Canyon North Entrance,park,0,38
2020-04-02 16:00:00,Runyon Canyon North Entrance,park,0,57
2020-04-02 17:00:00,Runyon Canyon North Entrance,park,0,28
2020-04-02 18:00:00,Runyon Canyon North Entrance,park,0,7
2020-04-02 19:00:00,Runyon Canyon North Entrance,park,0,3
2020-04-02 20:00:00,Runyon Canyon North Entrance,park,0,2
2020-04-02 21:00:00,Runyon Canyon North Entrance,park,0,1
2020-04-02 22:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-02 23:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-03 00:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-03 01:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-03 02:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-03 03:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-03 04:00:00,Runyon Canyon North Entrance,park,0,2
2020-04-03 05:00:00,Runyon Canyon North Entrance,park,0,4
2020-04-03 06:00:00,Runyon Canyon North Entrance,park,0,9
2020-04-03 07:00:00,Runyon Canyon North Entrance,park,0,17
2020-04-03 08:00:00,Runyon Canyon North Entrance,park,0,28
2020-04-03 09:00:00,Runyon Canyon North Entrance,park,0,40
2020-04-03 10:00:00,Runyon Canyon North Entrance,park,0,49
2020-04-03 11:00:00,Runyon Canyon North Entrance,park,0,53
2020-04-03 12:00:00,Runyon Canyon North Entrance,park,0,53
2020-04-03 13:00:00,Runyon Canyon North Entrance,park,0,53
2020-04-03 14:00:00,Runyon Canyon North Entrance,park,0,56
2020-04-03 15:00:00,Runyon Canyon North Entrance,park,0,53
2020-04-03 16:00:00,Runyon Canyon North Entrance,park,0,39
2020-04-03 17:00:00,Runyon Canyon North Entrance,park,0,21
2020-04-03 18:00:00,Runyon Canyon North Entrance,park,0,9
2020-04-03 19:00:00,Runyon Canyon North Entrance,park,0,3
2020-04-03 20:00:00,Runyon Canyon North Entrance,park,0,1
2020-04-03 21:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-03 22:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-03 23:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-04 00:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-04 01:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-04 02:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-04 03:00:00,Runyon Canyon North Entrance,park,0,1
2020-04-04 04:00:00,Runyon Canyon North Entrance,park,0,1
2020-04-04 05:00:00,Runyon Canyon North Entrance,park,0,3
2020-04-04 06:00:00,Runyon Canyon North Entrance,park,0,13
2020-04-04 07:00:00,Runyon Canyon North Entrance,park,0,38
2020-04-04 08:00:00,Runyon Canyon North Entrance,park,0,74
2020-04-04 09:00:00,Runyon Canyon North Entrance,park,0,92
2020-04-04 10:00:00,Runyon Canyon North Entrance,park,0,85
2020-04-04 11:00:00,Runyon Canyon North Entrance,park,0,81
2020-04-04 12:00:00,Runyon Canyon North Entrance,park,0,90
2020-04-04 13:00:00,Runyon Canyon North Entrance,park,0,100
2020-04-04 14:00:00,Runyon Canyon North Entrance,park,0,97
2020-04-04 15:00:00,Runyon Canyon North Entrance,park,0,82
2020-04-04 16:00:00,Runyon Canyon North Entrance,park,0,59
2020-04-04 17:00:00,Runyon Canyon North Entrance,park,0,37
2020-04-04 18:00:00,Runyon Canyon North Entrance,park,0,21
2020-04-04 19:00:00,Runyon Canyon North Entrance,park,0,10
2020-04-04 20:00:00,Runyon Canyon North Entrance,park,0,5
2020-04-04 21:00:00,Runyon Canyon North Entrance,park,0,3
2020-04-04 22:00:00,Runyon Canyon North Entrance,park,0,1
2020-04-04 23:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-05 00:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-05 01:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-05 02:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-05 03:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-05 04:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-05 05:00:00,Runyon Canyon North Entrance,park,0,6
2020-04-05 06:00:00,Runyon Canyon North Entrance,park,0,18
2020-04-05 07:00:00,Runyon Canyon North Entrance,park,0,42
2020-04-05 08:00:00,Runyon Canyon North Entrance,park,0,70
2020-04-05 09:00:00,Runyon Canyon North Entrance,park,0,89
2020-04-05 10:00:00,Runyon Canyon North Entrance,park,0,89
2020-04-05 11:00:00,Runyon Canyon North Entrance,park,0,74
2020-04-05 13:00:00,Runyon Canyon North Entrance,park,0,76
2020-04-05 14:00:00,Runyon Canyon North Entrance,park,0,94
2020-04-05 15:00:00,Runyon Canyon North Entrance,park,0,94
2020-04-05 16:00:00,Runyon Canyon North Entrance,park,0,68
2020-04-05 17:00:00,Runyon Canyon North Entrance,park,0,35
2020-04-05 18:00:00,Runyon Canyon North Entrance,park,0,12
2020-04-05 19:00:00,Runyon Canyon North Entrance,park,0,3
2020-04-05 20:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-05 21:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-05 22:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-05 23:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-06 00:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-06 01:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-06 02:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-06 03:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-06 04:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-06 05:00:00,Runyon Canyon North Entrance,park,0,1
2020-04-06 06:00:00,Runyon Canyon North Entrance,park,0,5
2020-04-06 07:00:00,Runyon Canyon North Entrance,park,0,12
2020-04-06 08:00:00,Runyon Canyon North Entrance,park,0,22
2020-04-06 09:00:00,Runyon Canyon North Entrance,park,0,34
2020-04-06 10:00:00,Runyon Canyon North Entrance,park,0,46
2020-04-06 11:00:00,Runyon Canyon North Entrance,park,0,57
2020-04-06 12:00:00,Runyon Canyon North Entrance,park,0,61
2020-04-06 13:00:00,Runyon Canyon North Entrance,park,0,60
2020-04-06 14:00:00,Runyon Canyon North Entrance,park,0,53
2020-04-06 15:00:00,Runyon Canyon North Entrance,park,0,42
2020-04-06 16:00:00,Runyon Canyon North Entrance,park,0,29
2020-04-06 17:00:00,Runyon Canyon North Entrance,park,0,19
2020-04-06 18:00:00,Runyon Canyon North Entrance,park,0,11
2020-04-06 19:00:00,Runyon Canyon North Entrance,park,0,5
2020-04-06 20:00:00,Runyon Canyon North Entrance,park,0,2
2020-04-06 21:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-06 22:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-06 23:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-07 00:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-07 01:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-07 02:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-07 03:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-07 04:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-07 05:00:00,Runyon Canyon North Entrance,park,0,0
2020-04-07 06:00:00,Runyon Canyon North Entrance,park,0,3
2020-04-07 07:00:00,Runyon Canyon North Entrance,park,0,9
2020-04-07 08:00:00,Runyon Canyon North Entrance,park,0,17
2020-04-07 09:00:00,Runyon Canyon North Entrance,park,0,27
2020-04-07 10:00:00,Runyon Canyon North Entrance,park,0,38
2020-04-07 11:00:00,Runyon Canyon North Entrance,park,0,46
2020-04-07 12:00:00,Runyon Canyon North Entrance,park,0,50
2020-04-07 13:00:00,Runyon Canyon North Entrance,park,0,49
2020-04-07 14:00:00,Runyon Canyon North Entrance,park,0,42
2020-04-07 15:00:00,Runyon Canyon North Entrance,park,0,33
2020-04-07 16:00:00,Runyon Canyon North Entrance,park,0,23
2020-04-07 17:00:00,Runyon Canyon North Entrance,park,0,14
2020-03-22 00:00:00,MedMen WeHo,shopping,0,0
2020-03-22 01:00:00,MedMen WeHo,shopping,0,0
2020-03-22 02:00:00,MedMen WeHo,shopping,0,0
2020-03-22 03:00:00,MedMen WeHo,shopping,0,0
2020-03-22 04:00:00,MedMen WeHo,shopping,0,0
2020-03-22 05:00:00,MedMen WeHo,shopping,0,0
2020-03-22 06:00:00,MedMen WeHo,shopping,0,0
2020-03-22 07:00:00,MedMen WeHo,shopping,0,0
2020-03-22 08:00:00,MedMen WeHo,shopping,0,0
2020-03-22 09:00:00,MedMen WeHo,shopping,7,0
2020-03-22 10:00:00,MedMen WeHo,shopping,13,38
2020-03-22 11:00:00,MedMen WeHo,shopping,18,51
2020-03-22 12:00:00,MedMen WeHo,shopping,17,62
2020-03-22 13:00:00,MedMen WeHo,shopping,27,70
2020-03-22 14:00:00,MedMen WeHo,shopping,34,75
2020-03-22 15:00:00,MedMen WeHo,shopping,40,78
2020-03-22 16:00:00,MedMen WeHo,shopping,33,81
2020-03-22 17:00:00,MedMen WeHo,shopping,29,75
2020-03-22 18:00:00,MedMen WeHo,shopping,23,59
2020-03-22 19:00:00,MedMen WeHo,shopping,19,43
2020-03-22 20:00:00,MedMen WeHo,shopping,11,33
2020-03-22 21:00:00,MedMen WeHo,shopping,6,17
2020-03-22 22:00:00,MedMen WeHo,shopping,0,0
2020-03-22 23:00:00,MedMen WeHo,shopping,0,0
2020-03-23 00:00:00,MedMen WeHo,shopping,0,0
2020-03-23 01:00:00,MedMen WeHo,shopping,0,0
2020-03-23 02:00:00,MedMen WeHo,shopping,0,0
2020-03-23 03:00:00,MedMen WeHo,shopping,0,0
2020-03-23 04:00:00,MedMen WeHo,shopping,0,0
2020-03-23 05:00:00,MedMen WeHo,shopping,0,0
2020-03-23 06:00:00,MedMen WeHo,shopping,0,0
2020-03-23 07:00:00,MedMen WeHo,shopping,0,0
2020-03-23 08:00:00,MedMen WeHo,shopping,0,0
2020-03-23 09:00:00,MedMen WeHo,shopping,11,0
2020-03-23 10:00:00,MedMen WeHo,shopping,22,34
2020-03-23 11:00:00,MedMen WeHo,shopping,31,43
2020-03-23 12:00:00,MedMen WeHo,shopping,26,50
2020-03-23 13:00:00,MedMen WeHo,shopping,20,53
2020-03-23 14:00:00,MedMen WeHo,shopping,22,52
2020-03-23 15:00:00,MedMen WeHo,shopping,32,48
2020-03-23 16:00:00,MedMen WeHo,shopping,25,44
2020-03-23 17:00:00,MedMen WeHo,shopping,20,47
2020-03-23 18:00:00,MedMen WeHo,shopping,27,55
2020-03-23 19:00:00,MedMen WeHo,shopping,10,48
2020-03-23 20:00:00,MedMen WeHo,shopping,6,38
2020-03-23 21:00:00,MedMen WeHo,shopping,5,38
2020-03-23 22:00:00,MedMen WeHo,shopping,0,0
2020-03-23 23:00:00,MedMen WeHo,shopping,0,0
2020-03-24 00:00:00,MedMen WeHo,shopping,0,0
2020-03-24 01:00:00,MedMen WeHo,shopping,0,0
2020-03-24 02:00:00,MedMen WeHo,shopping,0,0
2020-03-24 03:00:00,MedMen WeHo,shopping,0,0
2020-03-24 04:00:00,MedMen WeHo,shopping,0,0
2020-03-24 05:00:00,MedMen WeHo,shopping,0,0
2020-03-24 06:00:00,MedMen WeHo,shopping,0,0
2020-03-24 07:00:00,MedMen WeHo,shopping,0,0
2020-03-24 08:00:00,MedMen WeHo,shopping,14,0
2020-03-24 09:00:00,MedMen WeHo,shopping,13,0
2020-03-24 10:00:00,MedMen WeHo,shopping,19,24
2020-03-24 11:00:00,MedMen WeHo,shopping,45,32
2020-03-24 12:00:00,MedMen WeHo,shopping,39,42
2020-03-24 13:00:00,MedMen WeHo,shopping,26,53
2020-03-24 14:00:00,MedMen WeHo,shopping,40,60
2020-03-24 15:00:00,MedMen WeHo,shopping,42,58
2020-03-24 16:00:00,MedMen WeHo,shopping,37,46
2020-03-24 17:00:00,MedMen WeHo,shopping,26,30
2020-03-24 18:00:00,MedMen WeHo,shopping,35,20
2020-03-24 19:00:00,MedMen WeHo,shopping,59,38
2020-03-24 20:00:00,MedMen WeHo,shopping,58,60
2020-03-24 21:00:00,MedMen WeHo,shopping,10,26
2020-03-24 22:00:00,MedMen WeHo,shopping,0,0
2020-03-24 23:00:00,MedMen WeHo,shopping,0,0
2020-03-25 00:00:00,MedMen WeHo,shopping,0,0
2020-03-25 01:00:00,MedMen WeHo,shopping,0,0
2020-03-25 02:00:00,MedMen WeHo,shopping,0,0
2020-03-25 03:00:00,MedMen WeHo,shopping,0,0
2020-03-25 04:00:00,MedMen WeHo,shopping,0,0
2020-03-25 05:00:00,MedMen WeHo,shopping,0,0
2020-03-25 06:00:00,MedMen WeHo,shopping,0,0
2020-03-25 07:00:00,MedMen WeHo,shopping,0,0
2020-03-25 08:00:00,MedMen WeHo,shopping,0,0
2020-03-25 09:00:00,MedMen WeHo,shopping,13,0
2020-03-25 10:00:00,MedMen WeHo,shopping,12,28
2020-03-25 11:00:00,MedMen WeHo,shopping,13,33
2020-03-25 12:00:00,MedMen WeHo,shopping,26,35
2020-03-25 13:00:00,MedMen WeHo,shopping,36,39
2020-03-25 14:00:00,MedMen WeHo,shopping,44,46
2020-03-25 15:00:00,MedMen WeHo,shopping,31,50
2020-03-25 16:00:00,MedMen WeHo,shopping,32,46
2020-03-25 17:00:00,MedMen WeHo,shopping,20,36
2020-03-25 18:00:00,MedMen WeHo,shopping,28,33
2020-03-25 19:00:00,MedMen WeHo,shopping,37,49
2020-03-25 20:00:00,MedMen WeHo,shopping,52,62
2020-03-25 21:00:00,MedMen WeHo,shopping,25,44
2020-03-25 22:00:00,MedMen WeHo,shopping,0,0
2020-03-25 23:00:00,MedMen WeHo,shopping,0,0
2020-03-26 00:00:00,MedMen WeHo,shopping,0,0
2020-03-26 01:00:00,MedMen WeHo,shopping,0,0
2020-03-26 02:00:00,MedMen WeHo,shopping,0,0
2020-03-26 03:00:00,MedMen WeHo,shopping,0,0
2020-03-26 04:00:00,MedMen WeHo,shopping,0,0
2020-03-26 05:00:00,MedMen WeHo,shopping,0,0
2020-03-26 06:00:00,MedMen WeHo,shopping,0,0
2020-03-26 07:00:00,MedMen WeHo,shopping,0,0
